delay,freq,condition,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,polygon.started,polygon_2.started,key_resp.started,polygon.stopped,key_resp.keys,key_resp.rt,sound_1.started,text.started,textbox.started,button.started,textbox.text,button.numClicks,button.timesOn,button.timesOff,sound_1.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0.4,1000,exp,2,6,30,7,233.14966559992172,234.1444835999282,234.1444835999282,234.16090019990224,space,2.520319200004451,237.09404953995255,237.41114709991962,237.41114709991962,237.41114709991962,200,31,"[11.332918500062078, 4.793035199982114, 5.323812499991618, 2.82929309993051, 3.8839784000301734, 2.8683482999913394, 4.829928799998015, 2.4719504999229684, 3.073013399960473, 4.6050263999495655, 5.946802399936132, 5.1894545999821275, 3.1047875999938697, 2.8646712000481784, 2.741741899983026, 4.040168400038965, 4.697298899991438, 6.321393099962734, 3.20761909999419, 3.6712367999134585, 3.2784732000436634, 3.1724946999456733, 2.236710699973628, 4.202336199930869, 2.6471764999441803, 2.410076200030744, 2.373349600005895, 3.0959480999736115, 2.261777800042182, 1.806649599922821, 1.690294999978505]","[11.332937400089577, 4.793040700023994, 5.32382819999475, 2.8293041000142694, 3.8839853000827134, 2.8683558999327943, 4.829940699972212, 2.471966499928385, 3.073025399935432, 4.605038299923763, 5.946814600029029, 5.18946619995404, 3.1047991000814363, 2.864683200023137, 2.741750300046988, 4.040180400013924, 4.697311699972488, 6.321404800051823, 3.207630299963057, 3.671248300001025, 3.278484100010246, 3.1725063999183476, 2.2367224000627175, 4.202348199905828, 2.6471883999183774, 2.4100881000049412, 2.3733610999770463, 3.0959599000634626, 2.261789000011049, 1.806661200011149, 1.6903073999565095]",,293447,001,2022-11-10_22h25.28.254,intentional binding_tutorial 7,2022.2.2,59.79219818524606,
0.7,400,unexp,2,7,31,2,239.0834923000075,240.0769904999761,240.0769904999761,240.09367559989914,space,1.8114328999072313,242.60975734000095,242.92033180000726,242.92033180000726,242.92033180000726,200,32,"[11.332918500062078, 4.793035199982114, 5.323812499991618, 2.82929309993051, 3.8839784000301734, 2.8683482999913394, 4.829928799998015, 2.4719504999229684, 3.073013399960473, 4.6050263999495655, 5.946802399936132, 5.1894545999821275, 3.1047875999938697, 2.8646712000481784, 2.741741899983026, 4.040168400038965, 4.697298899991438, 6.321393099962734, 3.20761909999419, 3.6712367999134585, 3.2784732000436634, 3.1724946999456733, 2.236710699973628, 4.202336199930869, 2.6471764999441803, 2.410076200030744, 2.373349600005895, 3.0959480999736115, 2.261777800042182, 1.806649599922821, 1.690294999978505, 1.4203751999884844]","[11.332937400089577, 4.793040700023994, 5.32382819999475, 2.8293041000142694, 3.8839853000827134, 2.8683558999327943, 4.829940699972212, 2.471966499928385, 3.073025399935432, 4.605038299923763, 5.946814600029029, 5.18946619995404, 3.1047991000814363, 2.864683200023137, 2.741750300046988, 4.040180400013924, 4.697311699972488, 6.321404800051823, 3.207630299963057, 3.671248300001025, 3.278484100010246, 3.1725063999183476, 2.2367224000627175, 4.202348199905828, 2.6471883999183774, 2.4100881000049412, 2.3733610999770463, 3.0959599000634626, 2.261789000011049, 1.806661200011149, 1.6903073999565095, 1.4203872999642044]",242.92033180000726,293447,001,2022-11-10_22h25.28.254,intentional binding_tutorial 7,2022.2.2,59.79219818524606,
0.4,1000,exp,2,8,32,10,244.32861919992138,245.3263904999476,245.3263904999476,245.34310439997353,space,2.1707396999699995,247.92570973997937,248.23675669997465,248.23675669997465,248.23675669997465,150,33,"[11.332918500062078, 4.793035199982114, 5.323812499991618, 2.82929309993051, 3.8839784000301734, 2.8683482999913394, 4.829928799998015, 2.4719504999229684, 3.073013399960473, 4.6050263999495655, 5.946802399936132, 5.1894545999821275, 3.1047875999938697, 2.8646712000481784, 2.741741899983026, 4.040168400038965, 4.697298899991438, 6.321393099962734, 3.20761909999419, 3.6712367999134585, 3.2784732000436634, 3.1724946999456733, 2.236710699973628, 4.202336199930869, 2.6471764999441803, 2.410076200030744, 2.373349600005895, 3.0959480999736115, 2.261777800042182, 1.806649599922821, 1.690294999978505, 1.4203751999884844, 2.7231321000726894]","[11.332937400089577, 4.793040700023994, 5.32382819999475, 2.8293041000142694, 3.8839853000827134, 2.8683558999327943, 4.829940699972212, 2.471966499928385, 3.073025399935432, 4.605038299923763, 5.946814600029029, 5.18946619995404, 3.1047991000814363, 2.864683200023137, 2.741750300046988, 4.040180400013924, 4.697311699972488, 6.321404800051823, 3.207630299963057, 3.671248300001025, 3.278484100010246, 3.1725063999183476, 2.2367224000627175, 4.202348199905828, 2.6471883999183774, 2.4100881000049412, 2.3733610999770463, 3.0959599000634626, 2.261789000011049, 1.806661200011149, 1.6903073999565095, 1.4203872999642044, 2.723145200056024]",,293447,001,2022-11-10_22h25.28.254,intentional binding_tutorial 7,2022.2.2,59.79219818524606,
0.1,1000,exp,2,9,33,6,250.94762739993166,251.94234189996496,251.94234189996496,251.95896610000636,space,1.5531143000116572,253.62499393995387,253.93346749991179,253.93346749991179,253.93346749991179,250,34,"[11.332918500062078, 4.793035199982114, 5.323812499991618, 2.82929309993051, 3.8839784000301734, 2.8683482999913394, 4.829928799998015, 2.4719504999229684, 3.073013399960473, 4.6050263999495655, 5.946802399936132, 5.1894545999821275, 3.1047875999938697, 2.8646712000481784, 2.741741899983026, 4.040168400038965, 4.697298899991438, 6.321393099962734, 3.20761909999419, 3.6712367999134585, 3.2784732000436634, 3.1724946999456733, 2.236710699973628, 4.202336199930869, 2.6471764999441803, 2.410076200030744, 2.373349600005895, 3.0959480999736115, 2.261777800042182, 1.806649599922821, 1.690294999978505, 1.4203751999884844, 2.7231321000726894, 3.6055967999855056]","[11.332937400089577, 4.793040700023994, 5.32382819999475, 2.8293041000142694, 3.8839853000827134, 2.8683558999327943, 4.829940699972212, 2.471966499928385, 3.073025399935432, 4.605038299923763, 5.946814600029029, 5.18946619995404, 3.1047991000814363, 2.864683200023137, 2.741750300046988, 4.040180400013924, 4.697311699972488, 6.321404800051823, 3.207630299963057, 3.671248300001025, 3.278484100010246, 3.1725063999183476, 2.2367224000627175, 4.202348199905828, 2.6471883999183774, 2.4100881000049412, 2.3733610999770463, 3.0959599000634626, 2.261789000011049, 1.806661200011149, 1.6903073999565095, 1.4203872999642044, 2.723145200056024, 3.6056032999185845]",,293447,001,2022-11-10_22h25.28.254,intentional binding_tutorial 7,2022.2.2,59.79219818524606,
0.7,1000,exp,2,10,34,5,257.5244720999617,258.5245569999097,258.5245569999097,258.5245569999097,space,1.0095651999581605,260.2576082399581,260.5677626999095,260.5677626999095,260.5677626999095,100,35,"[11.332918500062078, 4.793035199982114, 5.323812499991618, 2.82929309993051, 3.8839784000301734, 2.8683482999913394, 4.829928799998015, 2.4719504999229684, 3.073013399960473, 4.6050263999495655, 5.946802399936132, 5.1894545999821275, 3.1047875999938697, 2.8646712000481784, 2.741741899983026, 4.040168400038965, 4.697298899991438, 6.321393099962734, 3.20761909999419, 3.6712367999134585, 3.2784732000436634, 3.1724946999456733, 2.236710699973628, 4.202336199930869, 2.6471764999441803, 2.410076200030744, 2.373349600005895, 3.0959480999736115, 2.261777800042182, 1.806649599922821, 1.690294999978505, 1.4203751999884844, 2.7231321000726894, 3.6055967999855056, 2.1748238999862224]","[11.332937400089577, 4.793040700023994, 5.32382819999475, 2.8293041000142694, 3.8839853000827134, 2.8683558999327943, 4.829940699972212, 2.471966499928385, 3.073025399935432, 4.605038299923763, 5.946814600029029, 5.18946619995404, 3.1047991000814363, 2.864683200023137, 2.741750300046988, 4.040180400013924, 4.697311699972488, 6.321404800051823, 3.207630299963057, 3.671248300001025, 3.278484100010246, 3.1725063999183476, 2.2367224000627175, 4.202348199905828, 2.6471883999183774, 2.4100881000049412, 2.3733610999770463, 3.0959599000634626, 2.261789000011049, 1.806661200011149, 1.6903073999565095, 1.4203872999642044, 2.723145200056024, 3.6056032999185845, 2.174859600025229]",260.5677626999095,293447,001,2022-11-10_22h25.28.254,intentional binding_tutorial 7,2022.2.2,59.79219818524606,
0.4,400,unexp,2,11,35,1,262.73059849999845,263.72375070001,263.72375070001,263.7404510999331,space,1.3515145001001656,265.4905211400008,265.7986148999771,265.7986148999771,265.7986148999771,250,36,"[11.332918500062078, 4.793035199982114, 5.323812499991618, 2.82929309993051, 3.8839784000301734, 2.8683482999913394, 4.829928799998015, 2.4719504999229684, 3.073013399960473, 4.6050263999495655, 5.946802399936132, 5.1894545999821275, 3.1047875999938697, 2.8646712000481784, 2.741741899983026, 4.040168400038965, 4.697298899991438, 6.321393099962734, 3.20761909999419, 3.6712367999134585, 3.2784732000436634, 3.1724946999456733, 2.236710699973628, 4.202336199930869, 2.6471764999441803, 2.410076200030744, 2.373349600005895, 3.0959480999736115, 2.261777800042182, 1.806649599922821, 1.690294999978505, 1.4203751999884844, 2.7231321000726894, 3.6055967999855056, 2.1748238999862224, 2.609657699940726]","[11.332937400089577, 4.793040700023994, 5.32382819999475, 2.8293041000142694, 3.8839853000827134, 2.8683558999327943, 4.829940699972212, 2.471966499928385, 3.073025399935432, 4.605038299923763, 5.946814600029029, 5.18946619995404, 3.1047991000814363, 2.864683200023137, 2.741750300046988, 4.040180400013924, 4.697311699972488, 6.321404800051823, 3.207630299963057, 3.671248300001025, 3.278484100010246, 3.1725063999183476, 2.2367224000627175, 4.202348199905828, 2.6471883999183774, 2.4100881000049412, 2.3733610999770463, 3.0959599000634626, 2.261789000011049, 1.806661200011149, 1.6903073999565095, 1.4203872999642044, 2.723145200056024, 3.6056032999185845, 2.174859600025229, 2.609671799931675]",,293447,001,2022-11-10_22h25.28.254,intentional binding_tutorial 7,2022.2.2,59.79219818524606,
0.1,1000,exp,3,0,36,6,268.39763819996733,269.3898735999828,269.3898735999828,269.40645919996314,space,39.5750476999674,309.08459803992884,309.4005942000076,309.4005942000076,309.4005942000076,200,37,"[11.332918500062078, 4.793035199982114, 5.323812499991618, 2.82929309993051, 3.8839784000301734, 2.8683482999913394, 4.829928799998015, 2.4719504999229684, 3.073013399960473, 4.6050263999495655, 5.946802399936132, 5.1894545999821275, 3.1047875999938697, 2.8646712000481784, 2.741741899983026, 4.040168400038965, 4.697298899991438, 6.321393099962734, 3.20761909999419, 3.6712367999134585, 3.2784732000436634, 3.1724946999456733, 2.236710699973628, 4.202336199930869, 2.6471764999441803, 2.410076200030744, 2.373349600005895, 3.0959480999736115, 2.261777800042182, 1.806649599922821, 1.690294999978505, 1.4203751999884844, 2.7231321000726894, 3.6055967999855056, 2.1748238999862224, 2.609657699940726, 1.8670950999949127]","[11.332937400089577, 4.793040700023994, 5.32382819999475, 2.8293041000142694, 3.8839853000827134, 2.8683558999327943, 4.829940699972212, 2.471966499928385, 3.073025399935432, 4.605038299923763, 5.946814600029029, 5.18946619995404, 3.1047991000814363, 2.864683200023137, 2.741750300046988, 4.040180400013924, 4.697311699972488, 6.321404800051823, 3.207630299963057, 3.671248300001025, 3.278484100010246, 3.1725063999183476, 2.2367224000627175, 4.202348199905828, 2.6471883999183774, 2.4100881000049412, 2.3733610999770463, 3.0959599000634626, 2.261789000011049, 1.806661200011149, 1.6903073999565095, 1.4203872999642044, 2.723145200056024, 3.6056032999185845, 2.174859600025229, 2.609671799931675, 1.8671073999721557]",,293447,001,2022-11-10_22h25.28.254,intentional binding_tutorial 7,2022.2.2,59.79219818524606,
0.4,1000,exp,3,1,37,10,311.24985549994744,312.2509419999551,312.2509419999551,312.2509419999551,space,6.271592400036752,318.94996923995205,319.2616095999256,319.2616095999256,319.2616095999256,200,38,"[11.332918500062078, 4.793035199982114, 5.323812499991618, 2.82929309993051, 3.8839784000301734, 2.8683482999913394, 4.829928799998015, 2.4719504999229684, 3.073013399960473, 4.6050263999495655, 5.946802399936132, 5.1894545999821275, 3.1047875999938697, 2.8646712000481784, 2.741741899983026, 4.040168400038965, 4.697298899991438, 6.321393099962734, 3.20761909999419, 3.6712367999134585, 3.2784732000436634, 3.1724946999456733, 2.236710699973628, 4.202336199930869, 2.6471764999441803, 2.410076200030744, 2.373349600005895, 3.0959480999736115, 2.261777800042182, 1.806649599922821, 1.690294999978505, 1.4203751999884844, 2.7231321000726894, 3.6055967999855056, 2.1748238999862224, 2.609657699940726, 1.8670950999949127, 1.7499408000148833]","[11.332937400089577, 4.793040700023994, 5.32382819999475, 2.8293041000142694, 3.8839853000827134, 2.8683558999327943, 4.829940699972212, 2.471966499928385, 3.073025399935432, 4.605038299923763, 5.946814600029029, 5.18946619995404, 3.1047991000814363, 2.864683200023137, 2.741750300046988, 4.040180400013924, 4.697311699972488, 6.321404800051823, 3.207630299963057, 3.671248300001025, 3.278484100010246, 3.1725063999183476, 2.2367224000627175, 4.202348199905828, 2.6471883999183774, 2.4100881000049412, 2.3733610999770463, 3.0959599000634626, 2.261789000011049, 1.806661200011149, 1.6903073999565095, 1.4203872999642044, 2.723145200056024, 3.6056032999185845, 2.174859600025229, 2.609671799931675, 1.8671073999721557, 1.7499527999898419]",,293447,001,2022-11-10_22h25.28.254,intentional binding_tutorial 7,2022.2.2,59.79219818524606,
0.7,1000,exp,3,2,38,5,320.99692949990276,321.99968939996324,321.99968939996324,321.99968939996324,space,1.9307745000114664,324.649205139908,324.9594420999056,324.9594420999056,324.9594420999056,200,39,"[11.332918500062078, 4.793035199982114, 5.323812499991618, 2.82929309993051, 3.8839784000301734, 2.8683482999913394, 4.829928799998015, 2.4719504999229684, 3.073013399960473, 4.6050263999495655, 5.946802399936132, 5.1894545999821275, 3.1047875999938697, 2.8646712000481784, 2.741741899983026, 4.040168400038965, 4.697298899991438, 6.321393099962734, 3.20761909999419, 3.6712367999134585, 3.2784732000436634, 3.1724946999456733, 2.236710699973628, 4.202336199930869, 2.6471764999441803, 2.410076200030744, 2.373349600005895, 3.0959480999736115, 2.261777800042182, 1.806649599922821, 1.690294999978505, 1.4203751999884844, 2.7231321000726894, 3.6055967999855056, 2.1748238999862224, 2.609657699940726, 1.8670950999949127, 1.7499408000148833, 2.174800700042397]","[11.332937400089577, 4.793040700023994, 5.32382819999475, 2.8293041000142694, 3.8839853000827134, 2.8683558999327943, 4.829940699972212, 2.471966499928385, 3.073025399935432, 4.605038299923763, 5.946814600029029, 5.18946619995404, 3.1047991000814363, 2.864683200023137, 2.741750300046988, 4.040180400013924, 4.697311699972488, 6.321404800051823, 3.207630299963057, 3.671248300001025, 3.278484100010246, 3.1725063999183476, 2.2367224000627175, 4.202348199905828, 2.6471883999183774, 2.4100881000049412, 2.3733610999770463, 3.0959599000634626, 2.261789000011049, 1.806661200011149, 1.6903073999565095, 1.4203872999642044, 2.723145200056024, 3.6056032999185845, 2.174859600025229, 2.609671799931675, 1.8671073999721557, 1.7499527999898419, 2.174811700009741]",324.9594420999056,293447,001,2022-11-10_22h25.28.254,intentional binding_tutorial 7,2022.2.2,59.79219818524606,
0.1,1000,exp,3,3,39,9,327.1225306999404,328.1156179999234,328.1156179999234,328.1324695999501,space,60.558022400015034,388.79117693991867,389.10122369998135,389.10122369998135,389.10122369998135,200,40,"[11.332918500062078, 4.793035199982114, 5.323812499991618, 2.82929309993051, 3.8839784000301734, 2.8683482999913394, 4.829928799998015, 2.4719504999229684, 3.073013399960473, 4.6050263999495655, 5.946802399936132, 5.1894545999821275, 3.1047875999938697, 2.8646712000481784, 2.741741899983026, 4.040168400038965, 4.697298899991438, 6.321393099962734, 3.20761909999419, 3.6712367999134585, 3.2784732000436634, 3.1724946999456733, 2.236710699973628, 4.202336199930869, 2.6471764999441803, 2.410076200030744, 2.373349600005895, 3.0959480999736115, 2.261777800042182, 1.806649599922821, 1.690294999978505, 1.4203751999884844, 2.7231321000726894, 3.6055967999855056, 2.1748238999862224, 2.609657699940726, 1.8670950999949127, 1.7499408000148833, 2.174800700042397, 1.9134114000480622]","[11.332937400089577, 4.793040700023994, 5.32382819999475, 2.8293041000142694, 3.8839853000827134, 2.8683558999327943, 4.829940699972212, 2.471966499928385, 3.073025399935432, 4.605038299923763, 5.946814600029029, 5.18946619995404, 3.1047991000814363, 2.864683200023137, 2.741750300046988, 4.040180400013924, 4.697311699972488, 6.321404800051823, 3.207630299963057, 3.671248300001025, 3.278484100010246, 3.1725063999183476, 2.2367224000627175, 4.202348199905828, 2.6471883999183774, 2.4100881000049412, 2.3733610999770463, 3.0959599000634626, 2.261789000011049, 1.806661200011149, 1.6903073999565095, 1.4203872999642044, 2.723145200056024, 3.6056032999185845, 2.174859600025229, 2.609671799931675, 1.8671073999721557, 1.7499527999898419, 2.174811700009741, 1.913429499953054]",,293447,001,2022-11-10_22h25.28.254,intentional binding_tutorial 7,2022.2.2,59.79219818524606,
0.4,400,unexp,3,4,40,1,391.00335919996724,392.007549699978,392.007549699978,392.007549699978,space,0.5573574000736699,392.9903418399161,393.3025642000139,393.3025642000139,393.3025642000139,200,41,"[11.332918500062078, 4.793035199982114, 5.323812499991618, 2.82929309993051, 3.8839784000301734, 2.8683482999913394, 4.829928799998015, 2.4719504999229684, 3.073013399960473, 4.6050263999495655, 5.946802399936132, 5.1894545999821275, 3.1047875999938697, 2.8646712000481784, 2.741741899983026, 4.040168400038965, 4.697298899991438, 6.321393099962734, 3.20761909999419, 3.6712367999134585, 3.2784732000436634, 3.1724946999456733, 2.236710699973628, 4.202336199930869, 2.6471764999441803, 2.410076200030744, 2.373349600005895, 3.0959480999736115, 2.261777800042182, 1.806649599922821, 1.690294999978505, 1.4203751999884844, 2.7231321000726894, 3.6055967999855056, 2.1748238999862224, 2.609657699940726, 1.8670950999949127, 1.7499408000148833, 2.174800700042397, 1.9134114000480622, 2.069983100052923]","[11.332937400089577, 4.793040700023994, 5.32382819999475, 2.8293041000142694, 3.8839853000827134, 2.8683558999327943, 4.829940699972212, 2.471966499928385, 3.073025399935432, 4.605038299923763, 5.946814600029029, 5.18946619995404, 3.1047991000814363, 2.864683200023137, 2.741750300046988, 4.040180400013924, 4.697311699972488, 6.321404800051823, 3.207630299963057, 3.671248300001025, 3.278484100010246, 3.1725063999183476, 2.2367224000627175, 4.202348199905828, 2.6471883999183774, 2.4100881000049412, 2.3733610999770463, 3.0959599000634626, 2.261789000011049, 1.806661200011149, 1.6903073999565095, 1.4203872999642044, 2.723145200056024, 3.6056032999185845, 2.174859600025229, 2.609671799931675, 1.8671073999721557, 1.7499527999898419, 2.174811700009741, 1.913429499953054, 2.0699947000248358]",393.3025642000139,293447,001,2022-11-10_22h25.28.254,intentional binding_tutorial 7,2022.2.2,59.79219818524606,
0.7,1000,exp,3,5,41,11,395.3596845999127,396.3570357999997,396.3570357999997,396.37344569992274,space,0.6096866000443697,397.689759039972,397.99972889991477,397.99972889991477,397.99972889991477,200,42,"[11.332918500062078, 4.793035199982114, 5.323812499991618, 2.82929309993051, 3.8839784000301734, 2.8683482999913394, 4.829928799998015, 2.4719504999229684, 3.073013399960473, 4.6050263999495655, 5.946802399936132, 5.1894545999821275, 3.1047875999938697, 2.8646712000481784, 2.741741899983026, 4.040168400038965, 4.697298899991438, 6.321393099962734, 3.20761909999419, 3.6712367999134585, 3.2784732000436634, 3.1724946999456733, 2.236710699973628, 4.202336199930869, 2.6471764999441803, 2.410076200030744, 2.373349600005895, 3.0959480999736115, 2.261777800042182, 1.806649599922821, 1.690294999978505, 1.4203751999884844, 2.7231321000726894, 3.6055967999855056, 2.1748238999862224, 2.609657699940726, 1.8670950999949127, 1.7499408000148833, 2.174800700042397, 1.9134114000480622, 2.069983100052923, 1.4834245000965893]","[11.332937400089577, 4.793040700023994, 5.32382819999475, 2.8293041000142694, 3.8839853000827134, 2.8683558999327943, 4.829940699972212, 2.471966499928385, 3.073025399935432, 4.605038299923763, 5.946814600029029, 5.18946619995404, 3.1047991000814363, 2.864683200023137, 2.741750300046988, 4.040180400013924, 4.697311699972488, 6.321404800051823, 3.207630299963057, 3.671248300001025, 3.278484100010246, 3.1725063999183476, 2.2367224000627175, 4.202348199905828, 2.6471883999183774, 2.4100881000049412, 2.3733610999770463, 3.0959599000634626, 2.261789000011049, 1.806661200011149, 1.6903073999565095, 1.4203872999642044, 2.723145200056024, 3.6056032999185845, 2.174859600025229, 2.609671799931675, 1.8671073999721557, 1.7499527999898419, 2.174811700009741, 1.913429499953054, 2.0699947000248358, 1.4834364000707865]",397.99972889991477,293447,001,2022-11-10_22h25.28.254,intentional binding_tutorial 7,2022.2.2,59.79219818524606,
0.4,1000,exp,3,6,42,7,399.4718763999408,400.47289490001276,400.47289490001276,400.47289490001276,space,0.5380122000351548,401.43934543996585,401.74834449996706,401.74834449996706,401.74834449996706,200 ,43,"[11.332918500062078, 4.793035199982114, 5.323812499991618, 2.82929309993051, 3.8839784000301734, 2.8683482999913394, 4.829928799998015, 2.4719504999229684, 3.073013399960473, 4.6050263999495655, 5.946802399936132, 5.1894545999821275, 3.1047875999938697, 2.8646712000481784, 2.741741899983026, 4.040168400038965, 4.697298899991438, 6.321393099962734, 3.20761909999419, 3.6712367999134585, 3.2784732000436634, 3.1724946999456733, 2.236710699973628, 4.202336199930869, 2.6471764999441803, 2.410076200030744, 2.373349600005895, 3.0959480999736115, 2.261777800042182, 1.806649599922821, 1.690294999978505, 1.4203751999884844, 2.7231321000726894, 3.6055967999855056, 2.1748238999862224, 2.609657699940726, 1.8670950999949127, 1.7499408000148833, 2.174800700042397, 1.9134114000480622, 2.069983100052923, 1.4834245000965893, 2.8428881999570876]","[11.332937400089577, 4.793040700023994, 5.32382819999475, 2.8293041000142694, 3.8839853000827134, 2.8683558999327943, 4.829940699972212, 2.471966499928385, 3.073025399935432, 4.605038299923763, 5.946814600029029, 5.18946619995404, 3.1047991000814363, 2.864683200023137, 2.741750300046988, 4.040180400013924, 4.697311699972488, 6.321404800051823, 3.207630299963057, 3.671248300001025, 3.278484100010246, 3.1725063999183476, 2.2367224000627175, 4.202348199905828, 2.6471883999183774, 2.4100881000049412, 2.3733610999770463, 3.0959599000634626, 2.261789000011049, 1.806661200011149, 1.6903073999565095, 1.4203872999642044, 2.723145200056024, 3.6056032999185845, 2.174859600025229, 2.609671799931675, 1.8671073999721557, 1.7499527999898419, 2.174811700009741, 1.913429499953054, 2.0699947000248358, 1.4834364000707865, 2.842900599935092]",,293447,001,2022-11-10_22h25.28.254,intentional binding_tutorial 7,2022.2.2,59.79219818524606,
0.7,1000,exp,3,7,43,8,404.5804981999099,405.57251899992116,405.57251899992116,405.58915279991925,space,1.6721063000150025,407.97186914000196,408.2838705999311,408.2838705999311,408.2838705999311,200,44,"[11.332918500062078, 4.793035199982114, 5.323812499991618, 2.82929309993051, 3.8839784000301734, 2.8683482999913394, 4.829928799998015, 2.4719504999229684, 3.073013399960473, 4.6050263999495655, 5.946802399936132, 5.1894545999821275, 3.1047875999938697, 2.8646712000481784, 2.741741899983026, 4.040168400038965, 4.697298899991438, 6.321393099962734, 3.20761909999419, 3.6712367999134585, 3.2784732000436634, 3.1724946999456733, 2.236710699973628, 4.202336199930869, 2.6471764999441803, 2.410076200030744, 2.373349600005895, 3.0959480999736115, 2.261777800042182, 1.806649599922821, 1.690294999978505, 1.4203751999884844, 2.7231321000726894, 3.6055967999855056, 2.1748238999862224, 2.609657699940726, 1.8670950999949127, 1.7499408000148833, 2.174800700042397, 1.9134114000480622, 2.069983100052923, 1.4834245000965893, 2.8428881999570876, 1.695685900049284]","[11.332937400089577, 4.793040700023994, 5.32382819999475, 2.8293041000142694, 3.8839853000827134, 2.8683558999327943, 4.829940699972212, 2.471966499928385, 3.073025399935432, 4.605038299923763, 5.946814600029029, 5.18946619995404, 3.1047991000814363, 2.864683200023137, 2.741750300046988, 4.040180400013924, 4.697311699972488, 6.321404800051823, 3.207630299963057, 3.671248300001025, 3.278484100010246, 3.1725063999183476, 2.2367224000627175, 4.202348199905828, 2.6471883999183774, 2.4100881000049412, 2.3733610999770463, 3.0959599000634626, 2.261789000011049, 1.806661200011149, 1.6903073999565095, 1.4203872999642044, 2.723145200056024, 3.6056032999185845, 2.174859600025229, 2.609671799931675, 1.8671073999721557, 1.7499527999898419, 2.174811700009741, 1.913429499953054, 2.0699947000248358, 1.4834364000707865, 2.842900599935092, 1.6957036000676453]",408.2838705999311,293447,001,2022-11-10_22h25.28.254,intentional binding_tutorial 7,2022.2.2,59.79219818524606,
0.1,400,unexp,3,8,44,0,409.965527299908,410.97148099995684,410.97148099995684,410.97148099995684,space,30.793471400043927,441.88410213992466,442.19450639991555,442.19450639991555,442.19450639991555,200,45,"[11.332918500062078, 4.793035199982114, 5.323812499991618, 2.82929309993051, 3.8839784000301734, 2.8683482999913394, 4.829928799998015, 2.4719504999229684, 3.073013399960473, 4.6050263999495655, 5.946802399936132, 5.1894545999821275, 3.1047875999938697, 2.8646712000481784, 2.741741899983026, 4.040168400038965, 4.697298899991438, 6.321393099962734, 3.20761909999419, 3.6712367999134585, 3.2784732000436634, 3.1724946999456733, 2.236710699973628, 4.202336199930869, 2.6471764999441803, 2.410076200030744, 2.373349600005895, 3.0959480999736115, 2.261777800042182, 1.806649599922821, 1.690294999978505, 1.4203751999884844, 2.7231321000726894, 3.6055967999855056, 2.1748238999862224, 2.609657699940726, 1.8670950999949127, 1.7499408000148833, 2.174800700042397, 1.9134114000480622, 2.069983100052923, 1.4834245000965893, 2.8428881999570876, 1.695685900049284, 1.718396299984306]","[11.332937400089577, 4.793040700023994, 5.32382819999475, 2.8293041000142694, 3.8839853000827134, 2.8683558999327943, 4.829940699972212, 2.471966499928385, 3.073025399935432, 4.605038299923763, 5.946814600029029, 5.18946619995404, 3.1047991000814363, 2.864683200023137, 2.741750300046988, 4.040180400013924, 4.697311699972488, 6.321404800051823, 3.207630299963057, 3.671248300001025, 3.278484100010246, 3.1725063999183476, 2.2367224000627175, 4.202348199905828, 2.6471883999183774, 2.4100881000049412, 2.3733610999770463, 3.0959599000634626, 2.261789000011049, 1.806661200011149, 1.6903073999565095, 1.4203872999642044, 2.723145200056024, 3.6056032999185845, 2.174859600025229, 2.609671799931675, 1.8671073999721557, 1.7499527999898419, 2.174811700009741, 1.913429499953054, 2.0699947000248358, 1.4834364000707865, 2.842900599935092, 1.6957036000676453, 1.718407499953173]",,293447,001,2022-11-10_22h25.28.254,intentional binding_tutorial 7,2022.2.2,59.79219818524606,
